date,heure,conso
21/01/2015,19:15,69198
21/01/2015,19:30,69148
21/01/2015,19:45,75614
21/01/2015,20:00,69565
21/01/2015,20:15,60251
21/01/2015,20:30,69575
21/01/2015,20:45,73549
21/01/2015,21:00,75670
21/01/2015,21:15,77467
21/01/2015,21:30,78695
21/01/2015,21:45,63037
21/01/2015,22:00,79000
21/01/2015,22:15,77707
21/01/2015,22:30,65573
21/01/2015,22:45,61009
21/01/2015,23:00,77737
21/01/2015,23:15,76325
21/01/2015,23:30,72200
21/01/2015,23:45,70348
22/01/2015,00:00,76124
22/01/2015,00:15,74682
22/01/2015,00:30,74633
22/01/2015,00:45,72012
22/01/2015,01:00,76955
22/01/2015,01:15,63588
22/01/2015,01:30,75900
22/01/2015,01:45,62902
22/01/2015,02:00,72749
22/01/2015,02:15,78873
22/01/2015,02:30,68631
22/01/2015,02:45,73980
22/01/2015,03:00,63411
22/01/2015,03:15,78004
22/01/2015,03:30,79751
22/01/2015,03:45,67989
22/01/2015,04:00,77711
22/01/2015,04:15,74725
22/01/2015,04:30,76409
22/01/2015,04:45,78971
22/01/2015,05:00,63040
22/01/2015,05:15,72232
22/01/2015,05:30,61877
22/01/2015,05:45,69283
22/01/2015,06:00,66074
22/01/2015,06:15,62933
22/01/2015,06:30,64579
22/01/2015,06:45,69111
22/01/2015,07:00,60313
22/01/2015,07:15,65902
22/01/2015,07:30,76745
22/01/2015,07:45,61922
22/01/2015,08:00,67774
22/01/2015,08:15,75882
22/01/2015,08:30,69282
22/01/2015,08:45,66301
22/01/2015,09:00,66840
22/01/2015,09:15,79334
22/01/2015,09:30,66020
22/01/2015,09:45,74089
22/01/2015,10:00,63514
22/01/2015,10:15,60624
22/01/2015,10:30,68038
22/01/2015,10:45,74171
22/01/2015,11:00,65470
22/01/2015,11:15,74843
22/01/2015,11:30,76384
22/01/2015,11:45,69859
22/01/2015,12:00,63896
22/01/2015,12:15,65624
22/01/2015,12:30,79041
22/01/2015,12:45,63271
22/01/2015,13:00,71326
22/01/2015,13:15,63582
22/01/2015,13:30,74495
22/01/2015,13:45,73725
22/01/2015,14:00,65624
22/01/2015,14:15,68058
22/01/2015,14:30,62151
22/01/2015,14:45,65256
22/01/2015,15:00,62631
22/01/2015,15:15,72952
22/01/2015,15:30,67838
22/01/2015,15:45,67029
22/01/2015,16:00,71662
22/01/2015,16:15,61563
22/01/2015,16:30,65199
22/01/2015,16:45,67793
22/01/2015,17:00,72620
22/01/2015,17:15,60985
22/01/2015,17:30,72860
22/01/2015,17:45,76673
22/01/2015,18:00,70397
22/01/2015,18:15,71917
22/01/2015,18:30,65202
22/01/2015,18:45,79515
22/01/2015,19:00,76767
22/01/2015,19:15,60748
22/01/2015,19:30,62729
22/01/2015,19:45,66715
22/01/2015,20:00,77885
22/01/2015,20:15,73226
22/01/2015,20:30,74060
22/01/2015,20:45,76990
22/01/2015,21:00,78796
22/01/2015,21:15,75785
22/01/2015,21:30,61496
22/01/2015,21:45,62971
22/01/2015,22:00,70579
22/01/2015,22:15,62135
22/01/2015,22:30,75915
22/01/2015,22:45,77676
22/01/2015,23:00,66457
22/01/2015,23:15,65222
22/01/2015,23:30,67102
22/01/2015,23:45,62256
23/01/2015,00:00,61720
23/01/2015,00:15,73774
23/01/2015,00:30,66714
23/01/2015,00:45,77372
23/01/2015,01:00,67214
23/01/2015,01:15,62090
23/01/2015,01:30,62905
23/01/2015,01:45,73384
23/01/2015,02:00,69599
23/01/2015,02:15,66146
23/01/2015,02:30,67247
23/01/2015,02:45,71652
23/01/2015,03:00,68918
23/01/2015,03:15,73428
23/01/2015,03:30,69715
23/01/2015,03:45,78449
23/01/2015,04:00,63901
23/01/2015,04:15,78485
23/01/2015,04:30,71687
23/01/2015,04:45,77255
23/01/2015,05:00,78476
23/01/2015,05:15,70295
23/01/2015,05:30,67857
23/01/2015,05:45,61273
23/01/2015,06:00,73480
23/01/2015,06:15,65476
23/01/2015,06:30,65573
23/01/2015,06:45,62215
23/01/2015,07:00,68644
23/01/2015,07:15,79877
23/01/2015,07:30,61386
23/01/2015,07:45,76143
23/01/2015,08:00,79147
23/01/2015,08:15,64671
23/01/2015,08:30,69690
23/01/2015,08:45,72054
23/01/2015,09:00,61364
23/01/2015,09:15,74509
23/01/2015,09:30,63163
23/01/2015,09:45,74590
23/01/2015,10:00,76987
23/01/2015,10:15,76738
23/01/2015,10:30,66659
23/01/2015,10:45,62958
23/01/2015,11:00,79202
23/01/2015,11:15,73014
23/01/2015,11:30,76730
23/01/2015,11:45,70799
23/01/2015,12:00,68308
23/01/2015,12:15,64293
23/01/2015,12:30,74971
23/01/2015,12:45,64836
23/01/2015,13:00,60934
23/01/2015,13:15,60728
23/01/2015,13:30,71578
23/01/2015,13:45,64112
23/01/2015,14:00,63300
23/01/2015,14:15,71585
23/01/2015,14:30,67426
23/01/2015,14:45,69131
23/01/2015,15:00,60000
23/01/2015,15:15,75154
23/01/2015,15:30,74904
23/01/2015,15:45,70790
23/01/2015,16:00,60854
23/01/2015,16:15,76242
23/01/2015,16:30,69543
23/01/2015,16:45,65011
23/01/2015,17:00,74503
23/01/2015,17:15,69485
23/01/2015,17:30,73045
23/01/2015,17:45,63193
23/01/2015,18:00,69430
23/01/2015,18:15,77103
23/01/2015,18:30,79608
23/01/2015,18:45,64981
23/01/2015,19:00,65484
23/01/2015,19:15,73607
23/01/2015,19:30,74980
23/01/2015,19:45,67971
23/01/2015,20:00,69605
23/01/2015,20:15,66485
23/01/2015,20:30,72501
23/01/2015,20:45,70184
23/01/2015,21:00,79213
23/01/2015,21:15,66809
23/01/2015,21:30,61879
23/01/2015,21:45,67626
23/01/2015,22:00,79309
23/01/2015,22:15,62813
23/01/2015,22:30,74753
23/01/2015,22:45,72896
23/01/2015,23:00,63707
23/01/2015,23:15,73743
23/01/2015,23:30,64048
23/01/2015,23:45,70144
24/01/2015,00:00,62237
24/01/2015,00:15,78861
24/01/2015,00:30,64764
24/01/2015,00:45,76681
24/01/2015,01:00,77013
24/01/2015,01:15,73110
24/01/2015,01:30,77053
24/01/2015,01:45,62766
24/01/2015,02:00,74625
24/01/2015,02:15,72203
24/01/2015,02:30,65346
24/01/2015,02:45,71604
24/01/2015,03:00,66722
24/01/2015,03:15,67019
24/01/2015,03:30,76699
24/01/2015,03:45,75565
24/01/2015,04:00,64829
24/01/2015,04:15,75494
24/01/2015,04:30,64623
24/01/2015,04:45,76632
24/01/2015,05:00,71579
24/01/2015,05:15,77992
24/01/2015,05:30,65541
24/01/2015,05:45,67537
24/01/2015,06:00,66510
24/01/2015,06:15,78683
24/01/2015,06:30,76848
24/01/2015,06:45,68287
24/01/2015,07:00,68742
24/01/2015,07:15,75520
24/01/2015,07:30,61584
24/01/2015,07:45,61158
24/01/2015,08:00,76196
24/01/2015,08:15,68924
24/01/2015,08:30,72659
24/01/2015,08:45,71842
24/01/2015,09:00,62176
24/01/2015,09:15,64934
24/01/2015,09:30,68244
24/01/2015,09:45,60824
24/01/2015,10:00,64776
24/01/2015,10:15,68049
24/01/2015,10:30,62433
24/01/2015,10:45,75117
24/01/2015,11:00,61013
24/01/2015,11:15,62357
24/01/2015,11:30,73905
24/01/2015,11:45,63927
24/01/2015,12:00,77372
24/01/2015,12:15,72484
24/01/2015,12:30,66639
24/01/2015,12:45,72450
24/01/2015,13:00,69451
24/01/2015,13:15,62456
24/01/2015,13:30,79160
24/01/2015,13:45,71570
24/01/2015,14:00,60741
24/01/2015,14:15,68904
24/01/2015,14:30,65224
24/01/2015,14:45,66371
24/01/2015,15:00,70932
24/01/2015,15:15,61992
24/01/2015,15:30,63875
24/01/2015,15:45,64216
24/01/2015,16:00,67956
24/01/2015,16:15,66911
24/01/2015,16:30,66735
24/01/2015,16:45,74185
24/01/2015,17:00,60497
24/01/2015,17:15,60634
24/01/2015,17:30,64231
24/01/2015,17:45,76153
24/01/2015,18:00,64513
24/01/2015,18:15,72994
24/01/2015,18:30,75015
24/01/2015,18:45,72671
24/01/2015,19:00,76496
24/01/2015,19:15,78213
24/01/2015,19:30,75271
24/01/2015,19:45,77216
24/01/2015,20:00,71335
24/01/2015,20:15,61247
24/01/2015,20:30,63040
24/01/2015,20:45,62530
24/01/2015,21:00,67848
24/01/2015,21:15,60107
24/01/2015,21:30,79487
24/01/2015,21:45,79384
24/01/2015,22:00,65862
24/01/2015,22:15,76191
24/01/2015,22:30,73957
24/01/2015,22:45,69176
24/01/2015,23:00,74745
24/01/2015,23:15,65976
24/01/2015,23:30,76568
24/01/2015,23:45,73028
25/01/2015,00:00,77404
25/01/2015,00:15,72634
25/01/2015,00:30,66901
25/01/2015,00:45,64687
25/01/2015,01:00,73114
25/01/2015,01:15,77913
25/01/2015,01:30,61492
25/01/2015,01:45,79821
25/01/2015,02:00,63128
25/01/2015,02:15,60316
25/01/2015,02:30,64279
25/01/2015,02:45,69599
25/01/2015,03:00,62486
25/01/2015,03:15,67711
25/01/2015,03:30,70775
25/01/2015,03:45,79945
25/01/2015,04:00,70767
25/01/2015,04:15,73370
25/01/2015,04:30,65403
25/01/2015,04:45,73248
25/01/2015,05:00,71606
25/01/2015,05:15,76297
25/01/2015,05:30,66643
25/01/2015,05:45,70583
25/01/2015,06:00,79840
25/01/2015,06:15,79518
25/01/2015,06:30,67252
25/01/2015,06:45,66374
25/01/2015,07:00,76592
25/01/2015,07:15,70411
25/01/2015,07:30,60843
25/01/2015,07:45,70462
25/01/2015,08:00,68100
25/01/2015,08:15,64539
25/01/2015,08:30,62440
25/01/2015,08:45,64479
25/01/2015,09:00,76565
25/01/2015,09:15,73379
25/01/2015,09:30,75216
25/01/2015,09:45,69893
25/01/2015,10:00,65921
25/01/2015,10:15,67013
25/01/2015,10:30,65632
25/01/2015,10:45,73254
25/01/2015,11:00,75242
25/01/2015,11:15,66423
25/01/2015,11:30,60521
25/01/2015,11:45,67637
25/01/2015,12:00,63090
25/01/2015,12:15,60725
25/01/2015,12:30,62197
25/01/2015,12:45,71722
25/01/2015,13:00,74112
25/01/2015,13:15,76567
25/01/2015,13:30,68718
25/01/2015,13:45,66693
25/01/2015,14:00,73538
25/01/2015,14:15,74664
25/01/2015,14:30,62366
25/01/2015,14:45,67809
25/01/2015,15:00,65816
25/01/2015,15:15,76665
25/01/2015,15:30,64703
25/01/2015,15:45,74354
25/01/2015,16:00,64622
25/01/2015,16:15,64854
25/01/2015,16:30,69811
25/01/2015,16:45,78780
25/01/2015,17:00,61213
25/01/2015,17:15,79539
25/01/2015,17:30,78267
25/01/2015,17:45,67255
25/01/2015,18:00,67564
25/01/2015,18:15,73865
25/01/2015,18:30,65304
25/01/2015,18:45,64043
25/01/2015,19:00,62776
25/01/2015,19:15,70232
25/01/2015,19:30,77598
25/01/2015,19:45,77497
25/01/2015,20:00,76731
25/01/2015,20:15,70907
25/01/2015,20:30,69896
25/01/2015,20:45,68631
25/01/2015,21:00,68048
25/01/2015,21:15,78868
25/01/2015,21:30,76143
25/01/2015,21:45,77896
25/01/2015,22:00,79754
25/01/2015,22:15,76605
25/01/2015,22:30,60723
25/01/2015,22:45,73516
25/01/2015,23:00,74014
25/01/2015,23:15,67636
25/01/2015,23:30,75308
25/01/2015,23:45,72665
26/01/2015,00:00,64682
26/01/2015,00:15,61181
26/01/2015,00:30,77082
26/01/2015,00:45,76930
26/01/2015,01:00,69653
26/01/2015,01:15,68567
26/01/2015,01:30,64115
26/01/2015,01:45,79412
26/01/2015,02:00,61275
26/01/2015,02:15,76323
26/01/2015,02:30,74442
26/01/2015,02:45,75252
26/01/2015,03:00,66378
26/01/2015,03:15,72815
26/01/2015,03:30,65672
26/01/2015,03:45,66268
26/01/2015,04:00,61977
26/01/2015,04:15,66155
26/01/2015,04:30,65747
26/01/2015,04:45,75197
26/01/2015,05:00,71361
26/01/2015,05:15,73161
26/01/2015,05:30,67645
26/01/2015,05:45,63678
26/01/2015,06:00,64291
26/01/2015,06:15,70759
26/01/2015,06:30,79192
26/01/2015,06:45,72869
26/01/2015,07:00,62188
26/01/2015,07:15,61039
26/01/2015,07:30,64055
26/01/2015,07:45,72594
26/01/2015,08:00,73027
26/01/2015,08:15,78973
26/01/2015,08:30,61935
26/01/2015,08:45,71249
26/01/2015,09:00,72439
26/01/2015,09:15,65140
26/01/2015,09:30,72763
26/01/2015,09:45,64542
26/01/2015,10:00,74700
26/01/2015,10:15,61506
26/01/2015,10:30,72426
26/01/2015,10:45,71081
26/01/2015,11:00,66685
26/01/2015,11:15,66682
26/01/2015,11:30,79317
26/01/2015,11:45,79668
26/01/2015,12:00,78163
26/01/2015,12:15,61078
26/01/2015,12:30,66466
26/01/2015,12:45,76100
26/01/2015,13:00,76132
26/01/2015,13:15,63621
26/01/2015,13:30,63650
26/01/2015,13:45,70609
26/01/2015,14:00,72604
26/01/2015,14:15,70356
26/01/2015,14:30,65924
26/01/2015,14:45,63048
26/01/2015,15:00,62744
26/01/2015,15:15,60035
26/01/2015,15:30,63315
26/01/2015,15:45,64088
26/01/2015,16:00,70026
26/01/2015,16:15,63044
26/01/2015,16:30,68142
26/01/2015,16:45,64790
26/01/2015,17:00,69411
26/01/2015,17:15,74422
26/01/2015,17:30,77313
26/01/2015,17:45,75159
26/01/2015,18:00,75005
26/01/2015,18:15,75830
26/01/2015,18:30,62872
26/01/2015,18:45,72936
26/01/2015,19:00,65129
26/01/2015,19:15,66741
26/01/2015,19:30,72028
26/01/2015,19:45,65338
26/01/2015,20:00,61717
26/01/2015,20:15,75822
26/01/2015,20:30,72385
26/01/2015,20:45,60717
26/01/2015,21:00,73456
26/01/2015,21:15,69762
26/01/2015,21:30,73690
26/01/2015,21:45,61759
26/01/2015,22:00,73962
26/01/2015,22:15,78637
26/01/2015,22:30,72024
26/01/2015,22:45,79643
26/01/2015,23:00,61373
26/01/2015,23:15,79956
26/01/2015,23:30,63197
26/01/2015,23:45,71361
27/01/2015,00:00,66090
27/01/2015,00:15,78900
27/01/2015,00:30,61781
27/01/2015,00:45,75136
27/01/2015,01:00,70851
27/01/2015,01:15,62536
27/01/2015,01:30,75074
27/01/2015,01:45,73491
27/01/2015,02:00,71751
27/01/2015,02:15,61257
27/01/2015,02:30,60231
27/01/2015,02:45,61306
27/01/2015,03:00,72664
27/01/2015,03:15,64288
27/01/2015,03:30,70557
27/01/2015,03:45,79344
27/01/2015,04:00,63158
27/01/2015,04:15,72995
27/01/2015,04:30,62421
27/01/2015,04:45,67101
27/01/2015,05:00,66821
27/01/2015,05:15,68855
27/01/2015,05:30,65242
27/01/2015,05:45,61615
27/01/2015,06:00,76099
27/01/2015,06:15,65039
27/01/2015,06:30,61737
27/01/2015,06:45,69634
27/01/2015,07:00,64246
27/01/2015,07:15,66217
27/01/2015,07:30,65777
27/01/2015,07:45,79555
27/01/2015,08:00,72665
27/01/2015,08:15,74172
27/01/2015,08:30,69558
27/01/2015,08:45,76987
27/01/2015,09:00,64127
27/01/2015,09:15,68669
27/01/2015,09:30,62895
27/01/2015,09:45,70487
27/01/2015,10:00,61361
27/01/2015,10:15,64819
27/01/2015,10:30,61553
27/01/2015,10:45,71357
27/01/2015,11:00,78114
27/01/2015,11:15,66221
27/01/2015,11:30,79804
27/01/2015,11:45,62934
27/01/2015,12:00,61020
27/01/2015,12:15,73153
27/01/2015,12:30,72462
27/01/2015,12:45,76820
27/01/2015,13:00,76933
27/01/2015,13:15,64456
27/01/2015,13:30,74911
27/01/2015,13:45,78300
27/01/2015,14:00,61419
27/01/2015,14:15,72775
27/01/2015,14:30,71675
27/01/2015,14:45,68546
27/01/2015,15:00,67855
27/01/2015,15:15,62509
27/01/2015,15:30,75656
27/01/2015,15:45,77654
27/01/2015,16:00,69534
27/01/2015,16:15,69106
27/01/2015,16:30,67351
27/01/2015,16:45,61505
27/01/2015,17:00,70687
27/01/2015,17:15,77791
27/01/2015,17:30,65049
27/01/2015,17:45,62193
27/01/2015,18:00,64929
27/01/2015,18:15,63372
27/01/2015,18:30,66282
27/01/2015,18:45,75336
27/01/2015,19:00,65544
27/01/2015,19:15,65703
27/01/2015,19:30,75897
27/01/2015,19:45,69949
27/01/2015,20:00,78963
27/01/2015,20:15,76990
27/01/2015,20:30,60092
27/01/2015,20:45,62205
27/01/2015,21:00,73360
27/01/2015,21:15,67166
27/01/2015,21:30,71345
27/01/2015,21:45,65186
27/01/2015,22:00,67891
27/01/2015,22:15,66235
27/01/2015,22:30,74996
27/01/2015,22:45,78266
27/01/2015,23:00,77863
27/01/2015,23:15,74591
27/01/2015,23:30,74575
27/01/2015,23:45,78976
28/01/2015,00:00,66028
28/01/2015,00:15,65155
28/01/2015,00:30,64610
28/01/2015,00:45,71867
28/01/2015,01:00,70344
28/01/2015,01:15,79577
28/01/2015,01:30,78821
28/01/2015,01:45,68477
28/01/2015,02:00,64968
28/01/2015,02:15,60774
28/01/2015,02:30,69295
28/01/2015,02:45,62993
28/01/2015,03:00,69601
28/01/2015,03:15,76512
28/01/2015,03:30,71626
28/01/2015,03:45,67661
28/01/2015,04:00,62723
28/01/2015,04:15,68939
28/01/2015,04:30,69669
28/01/2015,04:45,71467
28/01/2015,05:00,60504
28/01/2015,05:15,65127
28/01/2015,05:30,65817
28/01/2015,05:45,60761
28/01/2015,06:00,78440
28/01/2015,06:15,61737
28/01/2015,06:30,63127
28/01/2015,06:45,64660
28/01/2015,07:00,79676
28/01/2015,07:15,60091
28/01/2015,07:30,70243
28/01/2015,07:45,68497
28/01/2015,08:00,71128
28/01/2015,08:15,65608
28/01/2015,08:30,62473
28/01/2015,08:45,72180
28/01/2015,09:00,64078
28/01/2015,09:15,67377
28/01/2015,09:30,65389
28/01/2015,09:45,73572
28/01/2015,10:00,66274
28/01/2015,10:15,72665
28/01/2015,10:30,73795
28/01/2015,10:45,66499
28/01/2015,11:00,66426
28/01/2015,11:15,67946
28/01/2015,11:30,75200
28/01/2015,11:45,69846
28/01/2015,12:00,74899
28/01/2015,12:15,71957
28/01/2015,12:30,75326
28/01/2015,12:45,79666
28/01/2015,13:00,76845
28/01/2015,13:15,77183
28/01/2015,13:30,71061
28/01/2015,13:45,79683
28/01/2015,14:00,61055
28/01/2015,14:15,67197
28/01/2015,14:30,71343
28/01/2015,14:45,65808
28/01/2015,15:00,75099
28/01/2015,15:15,71414
28/01/2015,15:30,69424
28/01/2015,15:45,79867
28/01/2015,16:00,73929
28/01/2015,16:15,67583
28/01/2015,16:30,62133
28/01/2015,16:45,77730
28/01/2015,17:00,71413
28/01/2015,17:15,62540
28/01/2015,17:30,60270
28/01/2015,17:45,62483
28/01/2015,18:00,77912
28/01/2015,18:15,64183
28/01/2015,18:30,79988
28/01/2015,18:45,63019
28/01/2015,19:00,60916
28/01/2015,19:15,63292
28/01/2015,19:30,71133
28/01/2015,19:45,78015
28/01/2015,20:00,70033
28/01/2015,20:15,71333
28/01/2015,20:30,72806
28/01/2015,20:45,77324
28/01/2015,21:00,75025
28/01/2015,21:15,72270
28/01/2015,21:30,63432
28/01/2015,21:45,62051
28/01/2015,22:00,61284
28/01/2015,22:15,67491
28/01/2015,22:30,78780
28/01/2015,22:45,77588
28/01/2015,23:00,73878
28/01/2015,23:15,63887
28/01/2015,23:30,64953
28/01/2015,23:45,69849
29/01/2015,00:00,77340
29/01/2015,00:15,71687
29/01/2015,00:30,66594
29/01/2015,00:45,77491
29/01/2015,01:00,79401
29/01/2015,01:15,65978
29/01/2015,01:30,71293
29/01/2015,01:45,75881
29/01/2015,02:00,73796
29/01/2015,02:15,76559
29/01/2015,02:30,71448
29/01/2015,02:45,67710
29/01/2015,03:00,70381
29/01/2015,03:15,63525
29/01/2015,03:30,65247
29/01/2015,03:45,66866
29/01/2015,04:00,67267
29/01/2015,04:15,76007
29/01/2015,04:30,71377
29/01/2015,04:45,79862
29/01/2015,05:00,65143
29/01/2015,05:15,72433
29/01/2015,05:30,74351
29/01/2015,05:45,75968
29/01/2015,06:00,64497
29/01/2015,06:15,75284
29/01/2015,06:30,76430
29/01/2015,06:45,68646
29/01/2015,07:00,60626
29/01/2015,07:15,73454
29/01/2015,07:30,68409
29/01/2015,07:45,63384
29/01/2015,08:00,69731
29/01/2015,08:15,61577
29/01/2015,08:30,63355
29/01/2015,08:45,77693
29/01/2015,09:00,75756
29/01/2015,09:15,78774
29/01/2015,09:30,74387
29/01/2015,09:45,64039
29/01/2015,10:00,60786
29/01/2015,10:15,61413
29/01/2015,10:30,78636
29/01/2015,10:45,61883
29/01/2015,11:00,63932
29/01/2015,11:15,63113
29/01/2015,11:30,68819
29/01/2015,11:45,71886
29/01/2015,12:00,69377
29/01/2015,12:15,61145
29/01/2015,12:30,63393
29/01/2015,12:45,77834
29/01/2015,13:00,69578
29/01/2015,13:15,67446
29/01/2015,13:30,66744
29/01/2015,13:45,67338
29/01/2015,14:00,64040
29/01/2015,14:15,71198
29/01/2015,14:30,65710
29/01/2015,14:45,62225
29/01/2015,15:00,79236
29/01/2015,15:15,64486
29/01/2015,15:30,74435
29/01/2015,15:45,74206
29/01/2015,16:00,75122
29/01/2015,16:15,65660
29/01/2015,16:30,69844
29/01/2015,16:45,71583
29/01/2015,17:00,74340
29/01/2015,17:15,77522
29/01/2015,17:30,76251
29/01/2015,17:45,79278
29/01/2015,18:00,71480
29/01/2015,18:15,65863
29/01/2015,18:30,68172
29/01/2015,18:45,61328
29/01/2015,19:00,70865
29/01/2015,19:15,76655
29/01/2015,19:30,70135
29/01/2015,19:45,67968
29/01/2015,20:00,68552
29/01/2015,20:15,66574
29/01/2015,20:30,71606
29/01/2015,20:45,78692
29/01/2015,21:00,60903
29/01/2015,21:15,65290
29/01/2015,21:30,70024
29/01/2015,21:45,74229
29/01/2015,22:00,70001
29/01/2015,22:15,76180
29/01/2015,22:30,66808
29/01/2015,22:45,66361
29/01/2015,23:00,69945
29/01/2015,23:15,71628
29/01/2015,23:30,78709
29/01/2015,23:45,65912
